"Order number","Order date","Product name",Category,quantity,"Total price","Customer name","Customer contact","Customer address","Employee full name","Employee birthday","Supplier name","Suplier phone","Sipper name","Shipper phone"
10401,1997-01-01,"Gnocchi di nonna Alice",Grains/Cereals,70,2660,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Nancy Davolio",1968-12-08,"Pasta Buttini s.r.l.","(089) 6547665","Speedy Express","(503) 555-9831"
10346,1996-11-05,"Gnocchi di nonna Alice",Grains/Cereals,20,760,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Janet Leverling",1963-08-30,"Pasta Buttini s.r.l.","(089) 6547665","Federal Shipping","(503) 555-9931"
10314,1996-09-25,"Escargots de Bourgogne",Seafood,30,397.5,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Nancy Davolio",1968-12-08,"Escargots Nouveaux",85.57.00.07,"United Package","(503) 555-3199"
10262,1996-07-22,"Gnocchi di nonna Alice",Grains/Cereals,2,76,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Laura Callahan",1958-01-09,"Pasta Buttini s.r.l.","(089) 6547665","Federal Shipping","(503) 555-9931"
10316,1996-09-27,"Jacks New England Clam Chowder",Seafood,10,96.5,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Nancy Davolio",1968-12-08,"New England Seafood Cannery","(617) 555-3267","Federal Shipping","(503) 555-9931"
10294,1996-08-30,"Ipoh Coffee",Beverages,15,690,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Margaret Peacock",1958-09-19,"Leka Trading",555-8787,"United Package","(503) 555-3199"
10401,1997-01-01,"Nord-Ost Matjeshering",Seafood,18,466.02,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Nancy Davolio",1968-12-08,"Nord-Ost-Fisch Handelsgesellschaft mbH","(04721) 8713","Speedy Express","(503) 555-9831"
10314,1996-09-25,"Mascarpone Fabioli","Dairy Products",40,1280,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Nancy Davolio",1968-12-08,"Formaggi Fortini s.r.l.","(0544) 60323","United Package","(503) 555-3199"
10272,1996-08-02,"Gorgonzola Telino","Dairy Products",40,500,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Michael Suyama",1963-07-02,"Formaggi Fortini s.r.l.","(0544) 60323","United Package","(503) 555-3199"
10294,1996-08-30,"Alice Mutton",Meat/Poultry,15,585,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Margaret Peacock",1958-09-19,"Pavlova, Ltd.","(03) 444-2343","United Package","(503) 555-3199"
10272,1996-08-02,"Sir Rodneys Marmalade",Confections,6,486,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Michael Suyama",1963-07-02,"Specialty Biscuits, Ltd.","(161) 555-4448","United Package","(503) 555-3199"
10346,1996-11-05,"Alice Mutton",Meat/Poultry,36,1404,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Janet Leverling",1963-08-30,"Pavlova, Ltd.","(03) 444-2343","Federal Shipping","(503) 555-9931"
10262,1996-07-22,"Uncle Bobs Organic Dried Pears",Produce,15,450,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Laura Callahan",1958-01-09,"Grandma Kellys Homestead","(313) 555-5735","Federal Shipping","(503) 555-9931"
10294,1996-08-30,Chais,Beverages,18,324,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Margaret Peacock",1958-09-19,"Exotic Liquid","(171) 555-2222","United Package","(503) 555-3199"
10262,1996-07-22,"Chef Antons Gumbo Mix",Condiments,12,256.20000000000005,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.","Laura Callahan",1958-01-09,"New Orleans Cajun Delights","(100) 555-4822","Federal Shipping","(503) 555-9931"
10288,1996-08-23,"Scottish Longbreads",Confections,3,37.5,"Reggiani Caseifici","Maurizio Moroni","Strada Provinciale 124","Margaret Peacock",1958-09-19,"Specialty Biscuits, Ltd.","(161) 555-4448","Speedy Express","(503) 555-9831"
10288,1996-08-23,Tourtiere,Meat/Poultry,10,74.5,"Reggiani Caseifici","Maurizio Moroni","Strada Provinciale 124","Margaret Peacock",1958-09-19,"Ma Maison","(514) 555-9022","Speedy Express","(503) 555-9831"
10428,1997-01-28,Spegesild,Seafood,20,240,"Reggiani Caseifici","Maurizio Moroni","Strada Provinciale 124","Robert King",1960-05-29,Lyngbysild,43844108,"Speedy Express","(503) 555-9831"
10443,1997-02-12,"Rossle Sauerkraut",Produce,12,547.2,"Reggiani Caseifici","Maurizio Moroni","Strada Provinciale 124","Laura Callahan",1958-01-09,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","Speedy Express","(503) 555-9831"
10443,1997-02-12,"Queso Cabrales","Dairy Products",6,126,"Reggiani Caseifici","Maurizio Moroni","Strada Provinciale 124","Laura Callahan",1958-01-09,"Cooperativa de Quesos Las Cabras","(98) 598 76 54","Speedy Express","(503) 555-9831"
10299,1996-09-06,"Outback Lager",Beverages,20,300,"Ricardo Adocicados","Janete Limeira","Av. Copacabana, 267","Margaret Peacock",1958-09-19,"Pavlova, Ltd.","(03) 444-2343","United Package","(503) 555-3199"
10287,1996-08-22,Spegesild,Seafood,15,180,"Ricardo Adocicados","Janete Limeira","Av. Copacabana, 267","Laura Callahan",1958-01-09,Lyngbysild,43844108,"Federal Shipping","(503) 555-9931"
10287,1996-08-22,"Sasquatch Ale",Beverages,20,280,"Ricardo Adocicados","Janete Limeira","Av. Copacabana, 267","Laura Callahan",1958-01-09,"Bigfoot Breweries","(503) 555-9931","Federal Shipping","(503) 555-9931"
10299,1996-09-06,"Teatime Chocolate Biscuits",Confections,15,138,"Ricardo Adocicados","Janete Limeira","Av. Copacabana, 267","Margaret Peacock",1958-09-19,"Specialty Biscuits, Ltd.","(161) 555-4448","United Package","(503) 555-3199"
10287,1996-08-22,Pavlova,Confections,40,698,"Ricardo Adocicados","Janete Limeira","Av. Copacabana, 267","Laura Callahan",1958-01-09,"Pavlova, Ltd.","(03) 444-2343","Federal Shipping","(503) 555-9931"
10419,1997-01-20,Gudbrandsdalsost,"Dairy Products",20,720,"Richter Supermarkt","Michael Holz","Grenzacherweg 237","Margaret Peacock",1958-09-19,"Norske Meierier",(0)2-953010,"United Package","(503) 555-3199"
10419,1997-01-20,"Camembert Pierrot","Dairy Products",60,2040,"Richter Supermarkt","Michael Holz","Grenzacherweg 237","Margaret Peacock",1958-09-19,"Gai paturage",38.76.98.06,"United Package","(503) 555-3199"
10255,1996-07-12,"Raclette Courdavault","Dairy Products",30,1650,"Richter Supermarkt","Michael Holz","Grenzacherweg 237","Anne Dodsworth",1969-07-02,"Gai paturage",38.76.98.06,"Federal Shipping","(503) 555-9931"
10255,1996-07-12,"Inlagd Sill",Seafood,25,475,"Richter Supermarkt","Michael Holz","Grenzacherweg 237","Anne Dodsworth",1969-07-02,"Svensk Sjofoda AB","08-123 45 67","Federal Shipping","(503) 555-9931"
10255,1996-07-12,Pavlova,Confections,35,610.75,"Richter Supermarkt","Michael Holz","Grenzacherweg 237","Anne Dodsworth",1969-07-02,"Pavlova, Ltd.","(03) 444-2343","Federal Shipping","(503) 555-9931"
10255,1996-07-12,Chang,Beverages,20,380,"Richter Supermarkt","Michael Holz","Grenzacherweg 237","Anne Dodsworth",1969-07-02,"Exotic Liquid","(171) 555-2222","Federal Shipping","(503) 555-9931"
10306,1996-09-16,Tourtiere,Meat/Poultry,5,37.25,"Romero y tomillo","Alejandra Camino","Gran Via, 1","Nancy Davolio",1968-12-08,"Ma Maison","(514) 555-9022","Federal Shipping","(503) 555-9931"
10282,1996-08-15,"Ravioli Angelo",Grains/Cereals,2,39,"Romero y tomillo","Alejandra Camino","Gran Via, 1","Margaret Peacock",1958-09-19,"Pasta Buttini s.r.l.","(089) 6547665","Speedy Express","(503) 555-9831"
10306,1996-09-16,"Perth Pasties",Meat/Poultry,10,328,"Romero y tomillo","Alejandra Camino","Gran Via, 1","Nancy Davolio",1968-12-08,"Gday, Mate","(02) 555-5914","Federal Shipping","(503) 555-9931"
10281,1996-08-14,"Steeleye Stout",Beverages,4,72,"Romero y tomillo","Alejandra Camino","Gran Via, 1","Margaret Peacock",1958-09-19,"Bigfoot Breweries","(503) 555-9931","Speedy Express","(503) 555-9831"
10306,1996-09-16,"Nord-Ost Matjeshering",Seafood,10,258.9,"Romero y tomillo","Alejandra Camino","Gran Via, 1","Nancy Davolio",1968-12-08,"Nord-Ost-Fisch Handelsgesellschaft mbH","(04721) 8713","Federal Shipping","(503) 555-9931"
10282,1996-08-15,"Nord-Ost Matjeshering",Seafood,6,155.34,"Romero y tomillo","Alejandra Camino","Gran Via, 1","Margaret Peacock",1958-09-19,"Nord-Ost-Fisch Handelsgesellschaft mbH","(04721) 8713","Speedy Express","(503) 555-9831"
10281,1996-08-14,"Guarana Fantastica",Beverages,6,27,"Romero y tomillo","Alejandra Camino","Gran Via, 1","Margaret Peacock",1958-09-19,"Refrescos Americanas LTDA","(11) 555 4640","Speedy Express","(503) 555-9831"
10281,1996-08-14,"Teatime Chocolate Biscuits",Confections,1,9.2,"Romero y tomillo","Alejandra Camino","Gran Via, 1","Margaret Peacock",1958-09-19,"Specialty Biscuits, Ltd.","(161) 555-4448","Speedy Express","(503) 555-9831"
10387,1996-12-18,Flotemysost,"Dairy Products",15,322.5,"Sante Gourmet","Jonas Bergulfsen","Erling Skakkes gate 78","Nancy Davolio",1968-12-08,"Norske Meierier",(0)2-953010,"United Package","(503) 555-3199"
10387,1996-12-18,"Raclette Courdavault","Dairy Products",12,660,"Sante Gourmet","Jonas Bergulfsen","Erling Skakkes gate 78","Nancy Davolio",1968-12-08,"Gai paturage",38.76.98.06,"United Package","(503) 555-3199"
10387,1996-12-18,"Rossle Sauerkraut",Produce,6,273.6,"Sante Gourmet","Jonas Bergulfsen","Erling Skakkes gate 78","Nancy Davolio",1968-12-08,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","United Package","(503) 555-3199"
10387,1996-12-18,"Guarana Fantastica",Beverages,15,67.5,"Sante Gourmet","Jonas Bergulfsen","Erling Skakkes gate 78","Nancy Davolio",1968-12-08,"Refrescos Americanas LTDA","(11) 555 4640","United Package","(503) 555-3199"
10440,1997-02-10,"Sirop derable",Condiments,90,2565,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.","Margaret Peacock",1958-09-19,"Forets derables","(514) 555-2955","United Package","(503) 555-3199"
10324,1996-10-08,Vegie-spread,Condiments,80,3512,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.","Anne Dodsworth",1969-07-02,"Pavlova, Ltd.","(03) 444-2343","Speedy Express","(503) 555-9831"
10324,1996-10-08,"Raclette Courdavault","Dairy Products",40,2200,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.","Anne Dodsworth",1969-07-02,"Gai paturage",38.76.98.06,"Speedy Express","(503) 555-9831"
10398,1996-12-30,"Pate chinois",Meat/Poultry,120,2880,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.","Andrew Fuller",1952-02-19,"Ma Maison","(514) 555-9022","Federal Shipping","(503) 555-9931"
10324,1996-10-08,Spegesild,Seafood,30,360,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.","Anne Dodsworth",1969-07-02,Lyngbysild,43844108,"Speedy Express","(503) 555-9831"
10398,1996-12-30,"Steeleye Stout",Beverages,30,540,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.","Andrew Fuller",1952-02-19,"Bigfoot Breweries","(503) 555-9931","Federal Shipping","(503) 555-9931"
10324,1996-10-08,"Steeleye Stout",Beverages,70,1260,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.","Anne Dodsworth",1969-07-02,"Bigfoot Breweries","(503) 555-9931","Speedy Express","(503) 555-9831"
10440,1997-02-10,"Thuringer Rostbratwurst",Meat/Poultry,24,2970.96,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.","Margaret Peacock",1958-09-19,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","United Package","(503) 555-3199"
10393,1996-12-25,"Gorgonzola Telino","Dairy Products",32,400,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.","Nancy Davolio",1968-12-08,"Formaggi Fortini s.r.l.","(0544) 60323","Federal Shipping","(503) 555-9931"
10393,1996-12-25,"Gumbar Gummibarchen",Confections,70,2186.1,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.","Nancy Davolio",1968-12-08,"Heli Susswaren GmbH and Co. KG","(010) 9984510","Federal Shipping","(503) 555-9931"
10393,1996-12-25,"NuNuCa Nuss-Nougat-Creme",Confections,7,98,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.","Nancy Davolio",1968-12-08,"Heli Susswaren GmbH and Co. KG","(010) 9984510","Federal Shipping","(503) 555-9931"
10440,1997-02-10,Pavlova,Confections,49,855.05,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.","Margaret Peacock",1958-09-19,"Pavlova, Ltd.","(03) 444-2343","United Package","(503) 555-3199"
10393,1996-12-25,Tofu,Produce,42,976.5,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.","Nancy Davolio",1968-12-08,Mayumis,"(06) 431-7877","Federal Shipping","(503) 555-9931"
10324,1996-10-08,Pavlova,Confections,21,366.45,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.","Anne Dodsworth",1969-07-02,"Pavlova, Ltd.","(03) 444-2343","Speedy Express","(503) 555-9831"
10440,1997-02-10,Chang,Beverages,45,855,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.","Margaret Peacock",1958-09-19,"Exotic Liquid","(171) 555-2222","United Package","(503) 555-3199"
10393,1996-12-25,Chang,Beverages,25,475,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.","Nancy Davolio",1968-12-08,"Exotic Liquid","(171) 555-2222","Federal Shipping","(503) 555-9931"
10359,1996-11-21,"Camembert Pierrot","Dairy Products",80,2720,"Seven Seas Imports","Hari Kumar","90 Wadhurst Rd.","Steven Buchanan",1955-03-04,"Gai paturage",38.76.98.06,"Federal Shipping","(503) 555-9931"
10388,1996-12-19,"Perth Pasties",Meat/Poultry,40,1312,"Seven Seas Imports","Hari Kumar","90 Wadhurst Rd.","Andrew Fuller",1952-02-19,"Gday, Mate","(02) 555-5914","Speedy Express","(503) 555-9831"
10388,1996-12-19,"Filo Mix",Grains/Cereals,20,140,"Seven Seas Imports","Hari Kumar","90 Wadhurst Rd.","Andrew Fuller",1952-02-19,"Gday, Mate","(02) 555-5914","Speedy Express","(503) 555-9831"
10388,1996-12-19,"Rogede sild",Seafood,15,142.5,"Seven Seas Imports","Hari Kumar","90 Wadhurst Rd.","Andrew Fuller",1952-02-19,Lyngbysild,43844108,"Speedy Express","(503) 555-9831"
10377,1996-12-09,"Chartreuse verte",Beverages,20,360,"Seven Seas Imports","Hari Kumar","90 Wadhurst Rd.","Nancy Davolio",1968-12-08,"Aux joyeux ecclesiastiques","(1) 03.83.00.68","Federal Shipping","(503) 555-9931"
10377,1996-12-09,"Rossle Sauerkraut",Produce,20,912,"Seven Seas Imports","Hari Kumar","90 Wadhurst Rd.","Nancy Davolio",1968-12-08,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","Federal Shipping","(503) 555-9931"
10359,1996-11-21,"Gorgonzola Telino","Dairy Products",70,875,"Seven Seas Imports","Hari Kumar","90 Wadhurst Rd.","Steven Buchanan",1955-03-04,"Formaggi Fortini s.r.l.","(0544) 60323","Federal Shipping","(503) 555-9931"
10359,1996-11-21,Pavlova,Confections,56,977.1999999999999,"Seven Seas Imports","Hari Kumar","90 Wadhurst Rd.","Steven Buchanan",1955-03-04,"Pavlova, Ltd.","(03) 444-2343","Federal Shipping","(503) 555-9931"
10417,1997-01-16,"Original Frankfurter grune Sosse",Condiments,35,455,"Simons bistro","Jytte Petersen","Vinbaltet 34","Margaret Peacock",1958-09-19,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","Federal Shipping","(503) 555-9931"
10417,1997-01-16,"Scottish Longbreads",Confections,36,450,"Simons bistro","Jytte Petersen","Vinbaltet 34","Margaret Peacock",1958-09-19,"Specialty Biscuits, Ltd.","(161) 555-4448","Federal Shipping","(503) 555-9931"
10341,1996-10-29,"Raclette Courdavault","Dairy Products",9,495,"Simons bistro","Jytte Petersen","Vinbaltet 34","Robert King",1960-05-29,"Gai paturage",38.76.98.06,"Federal Shipping","(503) 555-9931"
10417,1997-01-16,Spegesild,Seafood,2,24,"Simons bistro","Jytte Petersen","Vinbaltet 34","Margaret Peacock",1958-09-19,Lyngbysild,43844108,"Federal Shipping","(503) 555-9931"
10417,1997-01-16,"Cote de Blaye",Beverages,50,13175,"Simons bistro","Jytte Petersen","Vinbaltet 34","Margaret Peacock",1958-09-19,"Aux joyeux ecclesiastiques","(1) 03.83.00.68","Federal Shipping","(503) 555-9931"
10341,1996-10-29,Geitost,"Dairy Products",8,20,"Simons bistro","Jytte Petersen","Vinbaltet 34","Robert King",1960-05-29,"Norske Meierier",(0)2-953010,"Federal Shipping","(503) 555-9931"
10385,1996-12-17,"Scottish Longbreads",Confections,8,100,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555","Nancy Davolio",1968-12-08,"Specialty Biscuits, Ltd.","(161) 555-4448","United Package","(503) 555-3199"
10385,1996-12-17,"Camembert Pierrot","Dairy Products",20,680,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555","Nancy Davolio",1968-12-08,"Gai paturage",38.76.98.06,"United Package","(503) 555-3199"
10432,1997-01-31,Tourtiere,Meat/Poultry,40,298,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555","Janet Leverling",1963-08-30,"Ma Maison","(514) 555-9022","United Package","(503) 555-3199"
10369,1996-12-02,"Gnocchi di nonna Alice",Grains/Cereals,18,684,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555","Laura Callahan",1958-01-09,"Pasta Buttini s.r.l.","(089) 6547665","United Package","(503) 555-3199"
10349,1996-11-08,Tourtiere,Meat/Poultry,24,178.8,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555","Robert King",1960-05-29,"Ma Maison","(514) 555-9022","Speedy Express","(503) 555-9831"
10329,1996-10-15,"Gnocchi di nonna Alice",Grains/Cereals,12,456,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555","Margaret Peacock",1958-09-19,"Pasta Buttini s.r.l.","(089) 6547665","United Package","(503) 555-3199"
10329,1996-10-15,"Cote de Blaye",Beverages,20,5270,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555","Margaret Peacock",1958-09-19,"Aux joyeux ecclesiastiques","(1) 03.83.00.68","United Package","(503) 555-3199"
10271,1996-08-01,Geitost,"Dairy Products",24,60,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555","Michael Suyama",1963-07-02,"Norske Meierier",(0)2-953010,"United Package","(503) 555-3199"
10369,1996-12-02,"Thuringer Rostbratwurst",Meat/Poultry,20,2475.8,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555","Laura Callahan",1958-01-09,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","United Package","(503) 555-3199"
10329,1996-10-15,"Nord-Ost Matjeshering",Seafood,8,207.12,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555","Margaret Peacock",1958-09-19,"Nord-Ost-Fisch Handelsgesellschaft mbH","(04721) 8713","United Package","(503) 555-3199"
10432,1997-01-31,"Gumbar Gummibarchen",Confections,10,312.3,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555","Janet Leverling",1963-08-30,"Heli Susswaren GmbH and Co. KG","(010) 9984510","United Package","(503) 555-3199"
10329,1996-10-15,"Teatime Chocolate Biscuits",Confections,10,92,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555","Margaret Peacock",1958-09-19,"Specialty Biscuits, Ltd.","(161) 555-4448","United Package","(503) 555-3199"
10385,1996-12-17,"Uncle Bobs Organic Dried Pears",Produce,10,300,"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555","Nancy Davolio",1968-12-08,"Grandma Kellys Homestead","(313) 555-5735","United Package","(503) 555-3199"
10252,1996-07-09,"Camembert Pierrot","Dairy Products",40,1360,"Supremes delices","Pascale Cartrain","Boulevard Tirou, 255","Margaret Peacock",1958-09-19,"Gai paturage",38.76.98.06,"United Package","(503) 555-3199"
10302,1996-09-10,"Ipoh Coffee",Beverages,12,552,"Supremes delices","Pascale Cartrain","Boulevard Tirou, 255","Margaret Peacock",1958-09-19,"Leka Trading",555-8787,"United Package","(503) 555-3199"
10252,1996-07-09,Geitost,"Dairy Products",25,62.5,"Supremes delices","Pascale Cartrain","Boulevard Tirou, 255","Margaret Peacock",1958-09-19,"Norske Meierier",(0)2-953010,"United Package","(503) 555-3199"
10302,1996-09-10,"Rossle Sauerkraut",Produce,28,1276.8,"Supremes delices","Pascale Cartrain","Boulevard Tirou, 255","Margaret Peacock",1958-09-19,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","United Package","(503) 555-3199"
10302,1996-09-10,"Alice Mutton",Meat/Poultry,40,1560,"Supremes delices","Pascale Cartrain","Boulevard Tirou, 255","Margaret Peacock",1958-09-19,"Pavlova, Ltd.","(03) 444-2343","United Package","(503) 555-3199"
10252,1996-07-09,"Sir Rodneys Marmalade",Confections,40,3240,"Supremes delices","Pascale Cartrain","Boulevard Tirou, 255","Margaret Peacock",1958-09-19,"Specialty Biscuits, Ltd.","(161) 555-4448","United Package","(503) 555-3199"
10310,1996-09-20,"Tarte au sucre",Confections,5,246.5,"The Big Cheese","Liz Nixon","89 Jefferson Way Suite 2","Laura Callahan",1958-01-09,"Forets derables","(514) 555-2955","United Package","(503) 555-3199"
10310,1996-09-20,Pavlova,Confections,10,174.5,"The Big Cheese","Liz Nixon","89 Jefferson Way Suite 2","Laura Callahan",1958-01-09,"Pavlova, Ltd.","(03) 444-2343","United Package","(503) 555-3199"
10438,1997-02-06,"Ravioli Angelo",Grains/Cereals,15,292.5,"Toms Spezialitaten","Karin Josephs","Luisenstr. 48","Janet Leverling",1963-08-30,"Pasta Buttini s.r.l.","(089) 6547665","United Package","(503) 555-3199"
10438,1997-02-06,"Sasquatch Ale",Beverages,20,280,"Toms Spezialitaten","Karin Josephs","Luisenstr. 48","Janet Leverling",1963-08-30,"Bigfoot Breweries","(503) 555-9931","United Package","(503) 555-3199"
10438,1997-02-06,"Teatime Chocolate Biscuits",Confections,15,138,"Toms Spezialitaten","Karin Josephs","Luisenstr. 48","Janet Leverling",1963-08-30,"Specialty Biscuits, Ltd.","(161) 555-4448","United Package","(503) 555-3199"
10319,1996-10-02,Lakkalikoori,Beverages,30,540,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","Robert King",1960-05-29,"Karkki Oy","(953) 10956","Federal Shipping","(503) 555-9931"
10293,1996-08-29,"Rhonbrau Klosterbier",Beverages,6,46.5,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","Nancy Davolio",1968-12-08,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","Federal Shipping","(503) 555-9931"
10304,1996-09-12,Flotemysost,"Dairy Products",2,43,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","Nancy Davolio",1968-12-08,"Norske Meierier",(0)2-953010,"United Package","(503) 555-3199"
10304,1996-09-12,"Raclette Courdavault","Dairy Products",10,550,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","Nancy Davolio",1968-12-08,"Gai paturage",38.76.98.06,"United Package","(503) 555-3199"
10293,1996-08-29,Vegie-spread,Condiments,5,219.5,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","Nancy Davolio",1968-12-08,"Pavlova, Ltd.","(03) 444-2343","Federal Shipping","(503) 555-9931"
10304,1996-09-12,Maxilaku,Confections,30,600,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","Nancy Davolio",1968-12-08,"Karkki Oy","(953) 10956","United Package","(503) 555-3199"
10319,1996-10-02,"Rossle Sauerkraut",Produce,14,638.4,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","Robert King",1960-05-29,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","Federal Shipping","(503) 555-9931"
10293,1996-08-29,"Guarana Fantastica",Beverages,10,45,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","Nancy Davolio",1968-12-08,"Refrescos Americanas LTDA","(11) 555 4640","Federal Shipping","(503) 555-9931"
10293,1996-08-29,"Carnarvon Tigers",Seafood,12,750,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","Nancy Davolio",1968-12-08,"Pavlova, Ltd.","(03) 444-2343","Federal Shipping","(503) 555-9931"
10319,1996-10-02,"Alice Mutton",Meat/Poultry,8,312,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","Robert King",1960-05-29,"Pavlova, Ltd.","(03) 444-2343","Federal Shipping","(503) 555-9931"
10276,1996-08-08,Konbu,Seafood,10,60,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","Laura Callahan",1958-01-09,Mayumis,"(06) 431-7877","Federal Shipping","(503) 555-9931"
10276,1996-08-08,Ikura,Seafood,15,465,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","Laura Callahan",1958-01-09,"Tokyo Traders","(03) 3555-5011","Federal Shipping","(503) 555-9931"
10249,1996-07-05,"Manjimup Dried Apples",Produce,40,2120,"Tradicao Hipermercados","Anabela Domingues","Av. Ines de Castro, 414","Michael Suyama",1963-07-02,"Gday, Mate","(02) 555-5914","Speedy Express","(503) 555-9831"
10292,1996-08-28,"Sir Rodneys Marmalade",Confections,20,1620,"Tradicao Hipermercados","Anabela Domingues","Av. Ines de Castro, 414","Nancy Davolio",1968-12-08,"Specialty Biscuits, Ltd.","(161) 555-4448","United Package","(503) 555-3199"
10249,1996-07-05,Tofu,Produce,9,209.25,"Tradicao Hipermercados","Anabela Domingues","Av. Ines de Castro, 414","Michael Suyama",1963-07-02,Mayumis,"(06) 431-7877","Speedy Express","(503) 555-9831"
10399,1996-12-31,Lakkalikoori,Beverages,35,630,Vaffeljernet,"Palle Ibsen","Smagsloget 45","Laura Callahan",1958-01-09,"Karkki Oy","(953) 10956","Federal Shipping","(503) 555-9931"
10399,1996-12-31,"Original Frankfurter grune Sosse",Condiments,14,182,Vaffeljernet,"Palle Ibsen","Smagsloget 45","Laura Callahan",1958-01-09,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","Federal Shipping","(503) 555-9931"
10399,1996-12-31,Flotemysost,"Dairy Products",30,645,Vaffeljernet,"Palle Ibsen","Smagsloget 45","Laura Callahan",1958-01-09,"Norske Meierier",(0)2-953010,"Federal Shipping","(503) 555-9931"
10367,1996-11-28,"Original Frankfurter grune Sosse",Condiments,7,91,Vaffeljernet,"Palle Ibsen","Smagsloget 45","Robert King",1960-05-29,"Plutzer Lebensmittelgrossmarkte AG","(069) 992755","Federal Shipping","(503) 555-9931"
10399,1996-12-31,"Scottish Longbreads",Confections,60,750,Vaffeljernet,"Palle Ibsen","Smagsloget 45","Laura Callahan",1958-01-09,"Specialty Biscuits, Ltd.","(161) 555-4448","Federal Shipping","(503) 555-9931"
10367,1996-11-28,"Louisiana Fiery Hot Pepper Sauce",Condiments,15,315.75,Vaffeljernet,"Palle Ibsen","Smagsloget 45","Robert King",1960-05-29,"New Orleans Cajun Delights","(100) 555-4822","Federal Shipping","(503) 555-9931"
